,Gender,customer_type,type_of_travel,customer_class,inflight_wifi_service,departure_arrival_time_convenient,ease_of_online_booking,gate_location,food_and_drink,online_boarding,seat_comfort,inflight_entertainment,onboard_service,leg_room_service,baggage_handling,checkin_service,inflight_service,cleanliness,age,flight_distance,all_delay_in_minutes
51523,0,0,0,0,5,5,5,5,4,1,1,4,4,4,4,2,4,5,46,834,1.0
36866,0,0,0,0,3,3,3,3,3,4,4,4,4,4,4,5,4,3,46,1987,-4.0
678,0,0,1,1,3,5,3,5,5,3,5,5,2,4,4,1,4,5,17,808,0.0
104535,1,0,0,0,2,2,2,2,2,5,4,4,4,4,4,3,4,4,40,2802,-8.0
103350,0,0,1,1,2,4,2,3,3,2,3,3,3,3,5,3,4,3,26,1102,0.0
46076,1,0,1,1,3,4,3,2,2,3,2,2,3,1,2,5,1,2,28,1009,0.0
1727,1,0,1,1,3,1,3,2,2,3,2,2,1,1,2,3,3,2,69,425,0.0
44355,1,0,1,1,1,4,1,3,1,1,1,1,5,3,4,4,4,1,56,784,0.0
69182,0,0,0,0,0,0,0,3,2,4,4,2,2,5,5,5,2,4,36,3171,0.0
41230,0,0,1,0,3,4,3,5,5,4,5,4,4,3,2,5,4,3,64,495,3.0
127469,1,0,0,0,5,5,5,5,5,5,5,5,1,2,1,4,5,5,19,3424,0.0
69356,1,0,0,0,1,1,5,1,1,1,1,1,1,3,3,4,3,1,25,992,-4.0
44290,1,0,1,1,3,1,3,2,2,3,2,2,4,1,2,1,3,2,53,650,0.0
93774,0,0,0,0,3,3,3,3,2,4,4,5,5,5,5,3,5,3,53,1901,4.0
8066,1,0,1,1,4,2,4,1,4,4,4,4,1,3,1,1,2,4,52,1092,14.0
69923,1,0,0,1,3,5,5,5,3,3,3,3,2,1,4,4,3,3,50,979,15.0
70304,0,0,1,1,4,4,4,4,2,4,2,2,3,5,4,4,5,2,24,628,0.0
3367,1,0,1,1,2,4,2,2,2,2,2,2,4,4,5,5,5,2,60,684,0.0
56301,1,0,1,1,4,4,4,4,4,5,3,5,3,4,5,3,3,3,42,1310,0.0
67970,1,0,1,1,3,4,3,2,3,3,3,3,5,5,4,3,4,3,51,700,0.0
29147,1,0,0,0,1,3,3,3,1,1,1,1,3,5,4,2,4,1,22,551,-1.0
85301,1,0,0,0,4,4,4,4,5,3,4,4,4,5,4,3,4,3,34,588,0.0
29901,1,1,0,0,3,3,3,3,2,3,2,2,4,5,4,3,4,2,34,331,5.0
74318,1,1,0,1,4,4,4,2,3,4,3,3,2,4,4,1,1,3,25,762,24.0
45499,1,0,1,1,3,5,3,3,4,3,4,4,5,5,3,5,4,4,34,1440,12.0
107247,1,0,0,0,5,5,5,5,5,4,4,4,4,4,4,3,4,4,50,2342,0.0
81671,1,0,0,2,4,3,3,3,4,4,4,4,1,1,3,1,1,4,49,195,0.0
68518,0,1,0,1,4,2,4,2,3,4,2,3,1,3,2,2,2,3,26,372,-3.0
115368,1,0,0,0,0,4,0,2,5,4,1,2,2,2,2,1,2,1,40,3629,0.0
119075,1,1,0,0,4,3,3,1,2,3,3,2,4,4,4,5,4,2,26,562,-9.0
284,0,0,0,0,2,5,5,5,2,2,2,2,2,4,3,3,3,2,22,1722,53.0
104944,0,0,0,1,5,5,5,5,4,1,5,5,5,5,5,4,5,5,58,499,7.0
100363,1,0,0,0,2,3,3,3,5,4,3,2,2,2,2,4,2,2,43,2927,-6.0
124152,1,0,0,0,4,4,4,4,2,5,5,5,5,5,5,3,5,5,56,3216,0.0
126340,1,0,1,1,3,3,3,4,3,5,5,5,4,2,3,5,1,5,48,954,-14.0
19739,1,0,0,0,3,3,3,3,5,4,5,4,4,4,4,3,4,3,49,2448,-13.0
73571,0,1,0,1,4,0,5,4,3,5,3,3,3,1,3,1,4,3,23,417,-13.0
74403,0,0,0,0,0,0,0,4,4,4,4,2,2,2,2,3,2,3,45,229,0.0
74010,1,0,1,1,2,3,2,4,5,2,5,5,1,5,3,4,3,5,29,937,-5.0
13684,1,0,0,1,4,2,2,2,4,4,4,4,5,2,3,5,4,4,36,413,-4.0
111703,1,0,0,0,2,2,2,2,5,4,5,4,4,4,4,3,4,4,58,2811,0.0
50632,0,0,1,1,2,4,2,3,3,2,5,1,1,2,1,2,1,1,43,601,-15.0
117738,0,0,0,0,4,4,4,4,3,5,5,3,3,4,3,4,3,5,48,926,-1.0
25517,0,1,0,1,5,0,5,4,3,5,3,3,2,4,3,5,1,3,61,270,31.0
88609,0,0,0,0,3,1,1,1,3,3,3,3,1,4,3,3,3,3,24,3510,-5.0
43199,0,1,0,1,3,3,3,3,1,3,1,1,2,1,1,1,3,1,28,1492,-6.0
48781,0,0,0,0,3,4,4,4,4,3,4,3,3,3,3,2,3,1,39,2784,12.0
81499,0,1,0,0,1,5,2,1,4,2,4,4,4,2,5,3,5,4,25,733,0.0
112973,0,0,1,1,4,2,4,3,3,2,3,5,5,4,5,2,5,4,66,733,-13.0
26101,1,0,0,0,1,1,3,1,5,4,5,5,5,5,5,5,5,5,44,1939,-13.0
24585,0,0,0,0,4,2,2,2,4,4,4,4,2,1,4,2,4,4,25,569,0.0
114462,1,0,1,1,3,1,3,1,3,3,3,3,3,5,1,3,2,3,28,191,0.0
120639,1,0,0,0,3,3,3,3,2,5,4,4,4,4,5,5,4,3,42,3391,0.0
31705,0,0,1,1,3,4,3,5,3,4,5,5,5,3,5,4,5,3,66,1124,0.0
48115,1,1,0,0,5,0,5,3,4,5,4,4,3,2,4,3,4,4,20,1620,-1.0
123923,1,0,0,2,1,5,5,5,1,1,1,1,2,4,3,1,3,1,42,707,2.0
42747,1,0,0,0,1,1,1,1,2,4,5,4,4,4,4,5,4,5,39,508,0.0
69963,0,0,0,0,4,4,4,4,3,5,5,2,2,2,2,3,2,4,41,1642,-4.0
37049,0,0,0,1,5,3,4,4,2,5,4,5,5,5,5,4,5,4,58,102,0.0
23707,0,0,0,0,2,2,2,2,4,4,4,4,3,2,5,4,5,4,32,1763,0.0
105202,0,0,0,0,4,2,3,2,2,4,4,4,4,3,4,1,4,2,42,737,3.0
125805,1,0,0,0,1,1,1,1,4,5,4,4,5,3,4,3,4,4,25,2060,0.0
42657,1,0,1,1,4,5,4,4,4,4,4,4,4,4,4,5,4,4,20,1034,25.0
71563,0,1,0,1,2,1,1,1,1,1,3,1,2,2,1,3,2,1,55,202,3.0
31227,0,0,0,0,2,2,2,2,4,5,4,5,5,5,5,5,5,5,47,2339,0.0
66514,0,0,0,0,1,1,1,1,2,2,3,1,1,1,1,2,1,2,62,306,-5.0
66277,0,0,0,0,4,4,4,4,5,5,4,4,4,5,4,5,4,3,49,2781,-2.0
63776,0,0,0,0,1,1,1,1,5,4,5,4,4,4,4,4,4,3,43,304,0.0
110955,0,0,0,0,4,5,5,5,3,3,4,3,2,3,3,3,4,3,30,2382,4.0
77944,0,0,1,1,4,5,4,2,1,4,1,1,3,3,5,4,4,1,11,447,6.0
55026,1,0,0,0,4,1,1,1,3,1,1,4,4,4,4,3,4,4,38,2052,-4.0
37274,0,0,1,1,2,5,2,1,4,4,4,1,1,2,1,3,1,4,64,562,2.0
1403,1,0,0,2,3,1,1,1,3,4,4,3,2,4,5,2,2,3,21,762,0.0
45339,0,0,1,2,3,4,3,2,4,2,2,4,4,3,4,3,4,2,46,143,-5.0
43672,0,0,0,0,5,5,4,5,5,5,5,4,4,4,4,3,4,3,59,413,0.0
22472,1,0,0,0,1,1,1,1,3,4,4,5,5,5,5,3,5,3,64,406,-6.0
125867,1,0,0,0,1,1,1,1,5,5,5,5,3,5,4,5,5,5,29,1514,-5.0
10910,0,0,0,0,3,2,4,2,3,3,3,3,2,1,3,1,3,3,25,650,18.0
65299,0,0,1,1,2,5,2,2,1,2,1,1,3,5,4,3,4,1,7,1157,0.0
67405,1,0,0,1,5,1,4,1,5,5,5,5,3,2,3,3,2,5,48,679,-18.0
74621,1,1,0,1,4,1,4,4,2,4,2,2,2,4,3,4,4,2,39,308,-2.0
37439,1,0,1,1,5,3,5,3,4,5,5,4,1,3,3,4,3,4,58,727,0.0
73720,1,1,0,1,1,1,1,4,1,1,1,1,4,4,4,3,3,1,36,406,11.0
28279,0,0,1,0,1,4,0,1,5,4,4,3,3,0,3,4,3,5,39,574,0.0
79551,0,0,1,1,2,2,2,4,5,2,3,2,2,2,1,4,2,3,69,1189,7.0
9684,1,1,0,0,3,3,3,4,3,3,3,3,3,2,5,5,4,3,37,814,15.0
109628,0,0,0,0,4,3,4,4,5,5,4,5,5,5,4,3,5,3,54,141,0.0
32630,0,0,0,0,4,4,5,4,4,5,4,4,4,2,5,5,4,4,30,3704,0.0
87506,0,0,0,1,5,1,1,1,5,5,5,5,5,1,4,5,3,5,41,156,0.0
9306,1,0,1,0,3,5,3,2,3,2,2,5,4,5,5,2,3,2,15,2504,3.0
78239,0,0,0,0,5,5,5,5,2,5,4,4,4,4,4,4,4,3,37,356,0.0
95840,1,0,0,0,3,5,3,3,3,3,3,3,4,2,3,3,3,3,29,2537,0.0
45005,1,0,0,0,3,3,3,3,3,4,3,3,4,5,3,3,3,3,25,1009,0.0
37544,1,0,0,0,4,4,4,4,4,3,3,5,5,5,3,3,5,1,47,3388,0.0
117717,1,1,0,1,2,2,2,2,2,2,2,2,4,1,3,2,4,2,31,1201,-4.0
42624,1,0,0,1,3,4,4,4,3,3,1,3,1,2,3,4,4,3,23,444,0.0
115404,0,0,0,0,3,3,3,3,3,4,4,5,5,5,5,3,5,4,40,2510,33.0
121347,0,0,0,0,1,1,5,1,3,4,5,4,4,4,4,3,4,5,48,3310,39.0
31050,0,0,1,1,3,1,3,3,4,3,4,4,2,5,3,1,2,4,21,369,-3.0
56856,1,0,0,0,5,5,5,5,4,4,4,4,5,5,4,4,4,4,29,3044,-5.0
54565,0,0,0,0,4,5,5,5,4,4,4,4,4,5,4,2,4,4,20,692,0.0
47411,0,0,0,0,2,4,4,4,3,4,4,2,2,2,2,4,2,1,54,1735,2.0
113048,1,0,0,0,3,3,3,3,5,1,1,4,4,4,4,1,4,5,43,2743,50.0
26914,1,1,0,0,3,3,3,5,3,3,3,3,5,2,5,3,4,3,47,480,-7.0
30021,0,1,0,1,3,4,4,4,5,4,5,5,1,5,4,1,3,5,26,1166,31.0
90321,0,0,1,1,1,5,2,3,4,5,4,5,5,2,5,5,5,3,65,2296,0.0
34938,1,1,0,1,2,0,2,4,1,2,1,1,3,4,2,3,3,1,27,101,0.0
118408,0,0,0,0,1,1,1,1,4,5,4,5,5,5,5,5,5,4,41,2679,-11.0
54511,0,0,0,0,2,1,1,1,2,2,2,2,2,1,4,4,3,2,30,329,0.0
88299,1,1,0,1,4,0,4,3,2,4,2,2,1,1,2,3,3,2,37,296,0.0
52102,1,1,0,1,2,2,2,2,3,2,2,3,4,2,4,4,4,3,23,1972,0.0
50835,1,1,0,1,3,3,3,2,4,3,4,4,3,2,2,2,2,4,48,967,-4.0
117255,0,1,0,2,3,2,2,2,4,3,4,4,2,4,4,5,2,4,47,1201,0.0
26886,1,0,1,0,4,5,4,2,2,3,4,2,2,4,2,4,2,3,35,1608,-1.0
101986,1,0,0,0,2,2,2,2,1,4,3,5,5,5,5,5,5,5,48,2516,0.0
30994,1,1,0,1,1,1,1,4,5,1,5,5,5,2,2,1,2,5,39,799,-2.0
50776,0,1,0,1,2,2,2,4,1,2,1,1,1,3,4,2,3,1,24,1389,0.0
27207,1,0,0,1,4,5,5,5,4,4,4,4,3,2,1,4,4,4,39,404,0.0
29816,1,0,0,0,2,2,2,2,5,5,5,5,3,5,4,4,4,5,26,3484,0.0
2123,1,1,0,1,1,5,1,3,4,1,5,4,3,5,1,1,5,4,20,140,0.0
45902,0,0,1,1,1,1,3,2,2,3,2,2,4,3,2,4,2,2,32,493,0.0
71569,0,1,0,0,4,0,4,3,1,4,1,1,5,3,4,4,5,1,12,1069,0.0
107044,1,0,0,0,2,2,2,2,4,5,5,4,4,4,5,4,4,5,38,3548,0.0
86877,0,1,0,1,3,5,2,1,3,2,3,3,5,2,5,5,4,3,22,248,-13.0
92677,1,0,0,0,1,1,5,1,3,4,4,4,4,4,4,3,4,4,39,2473,0.0
39632,0,0,0,0,4,4,4,4,2,4,4,2,2,2,2,3,2,4,46,562,-1.0
48127,0,0,1,1,1,5,1,4,1,1,1,1,5,2,4,3,4,1,33,1053,0.0
115227,0,0,0,0,1,3,4,3,4,2,2,2,2,2,1,4,2,2,43,2728,-3.0
21348,0,1,0,1,3,3,3,2,2,3,1,2,2,3,2,3,1,2,25,898,36.0
61942,1,1,0,0,2,2,2,2,4,2,4,4,3,3,4,5,5,4,27,432,0.0
112757,1,0,0,0,0,0,0,3,2,4,4,3,3,3,3,3,3,5,45,1528,-4.0
25778,0,0,0,0,4,4,4,4,5,5,5,5,3,3,5,5,5,5,24,743,0.0
104119,0,0,0,0,4,4,4,4,4,1,2,4,4,4,4,2,4,2,44,1162,4.0
76773,1,0,1,1,2,1,2,3,4,2,4,4,4,4,4,1,4,4,53,590,-9.0
15705,1,0,0,0,2,2,2,2,5,5,5,5,5,3,5,4,4,5,25,192,-10.0
89832,0,0,0,0,1,1,1,1,3,4,3,3,3,4,4,5,4,3,31,762,0.0
78014,1,0,0,0,0,5,0,4,5,5,5,3,3,3,3,1,3,3,59,2234,0.0
89183,0,0,0,0,3,3,3,3,2,5,5,2,2,2,2,4,2,5,46,1660,0.0
79342,1,0,1,1,2,1,2,3,5,2,5,5,3,1,3,3,2,5,62,731,-1.0
52204,1,1,0,0,1,0,0,5,2,0,4,2,4,2,5,3,4,2,36,874,0.0
9931,1,0,0,1,2,3,3,3,2,2,2,2,3,1,3,4,3,2,42,600,0.0
104494,1,0,0,0,2,5,5,5,4,3,4,2,2,2,2,2,2,3,46,721,-10.0
124612,0,1,0,0,4,4,4,4,3,4,3,3,4,5,5,5,5,3,58,316,-3.0
54173,1,1,0,1,4,3,4,3,5,4,5,5,3,2,3,1,4,5,27,530,0.0
19443,0,0,0,0,2,2,2,2,3,5,5,4,4,4,4,3,4,5,44,1943,-7.0
52466,0,0,1,1,1,4,1,3,1,1,1,1,2,2,4,5,1,1,21,317,-6.0
44557,1,0,0,0,1,1,1,1,3,3,3,1,1,2,1,4,1,3,56,2206,-11.0
41162,1,0,1,1,3,5,3,5,2,3,2,2,4,3,4,5,4,2,10,448,0.0
94462,1,0,1,1,2,4,2,3,3,2,3,3,3,5,3,2,3,3,24,201,0.0
39790,0,0,1,2,5,3,5,3,2,5,2,2,4,5,3,2,3,2,29,1046,0.0
42301,0,0,1,1,3,4,3,3,3,3,2,3,3,2,5,5,4,3,29,328,-6.0
3744,1,0,0,0,1,0,0,3,1,4,3,5,5,0,5,2,5,1,38,3464,0.0
56428,0,0,0,0,2,2,2,2,4,4,5,5,5,5,5,5,5,4,48,2683,0.0
30993,1,0,1,1,1,4,1,1,3,1,3,3,4,4,5,4,4,3,59,1379,0.0
121810,1,0,0,0,4,4,3,4,4,4,1,2,2,3,2,2,2,3,42,901,-14.0
74078,0,0,1,1,2,3,2,2,2,1,1,2,2,2,5,5,2,1,48,421,-1.0
103202,1,0,0,0,5,5,2,5,5,5,5,2,5,3,5,5,5,5,30,2300,-9.0
11546,0,0,0,0,4,4,4,4,4,4,4,5,5,5,5,3,5,3,40,436,-3.0
125785,1,0,0,0,5,5,5,5,3,4,5,5,5,5,5,3,5,3,39,583,-3.0
93065,1,0,1,1,2,2,2,3,4,2,4,4,3,2,4,3,3,4,53,414,0.0
112265,0,0,1,1,1,2,1,4,5,1,5,5,3,3,3,2,3,5,22,323,0.0
68989,0,0,0,0,4,4,4,4,4,3,4,5,5,5,5,3,5,3,45,1635,-8.0
11361,0,0,0,0,4,2,2,2,4,3,3,4,4,4,4,1,4,2,66,2986,0.0
29880,1,1,0,1,2,2,2,3,3,2,4,3,4,3,3,4,3,3,50,1217,-11.0
111961,1,0,1,0,3,3,3,3,2,3,2,2,1,3,4,2,4,2,20,2133,-10.0
93159,0,0,1,1,1,4,1,3,5,5,4,5,5,1,3,5,5,4,62,296,-10.0
95255,1,0,1,1,1,4,4,2,3,4,3,3,4,5,4,5,4,3,66,399,6.0
34129,1,0,0,0,2,2,3,2,4,5,4,5,5,5,5,4,5,4,42,1562,42.0
106146,1,0,1,1,1,5,1,3,1,4,4,4,3,5,5,4,4,4,65,444,-3.0
78150,0,0,0,0,3,3,3,3,2,4,5,5,5,5,5,5,5,5,61,356,11.0
98414,0,0,1,1,2,1,1,3,1,1,4,1,4,3,2,1,2,1,34,929,0.0
32927,1,0,0,1,4,4,4,4,4,4,4,3,2,4,4,4,4,4,34,2717,0.0
12343,0,0,0,1,3,1,1,1,2,2,3,3,3,3,3,1,3,2,45,1990,-5.0
30861,0,0,0,1,2,2,2,2,4,3,3,2,2,2,2,4,2,4,44,304,-22.0
100561,0,0,1,1,2,4,2,5,4,5,4,1,1,2,1,4,1,5,62,507,0.0
92599,0,0,0,0,1,1,1,1,2,5,5,4,4,4,4,5,4,5,58,2297,0.0
41546,1,0,0,2,1,5,5,5,1,1,1,1,1,3,4,1,3,1,45,406,-1.0
106053,1,0,0,0,1,1,1,1,2,5,4,4,4,4,4,3,4,3,55,1711,0.0
101800,0,0,0,0,3,3,3,3,2,4,4,5,5,5,5,5,5,3,39,650,0.0
105693,1,0,0,1,2,4,4,4,2,2,2,2,1,4,2,2,3,2,56,264,0.0
81629,0,0,0,0,2,2,2,2,5,5,5,5,5,5,5,4,5,3,38,2194,-2.0
87482,0,1,0,0,3,3,3,5,2,3,2,2,5,3,5,3,5,2,36,997,0.0
54977,0,0,0,0,4,5,5,5,2,3,3,4,4,4,4,2,4,1,36,2569,0.0
62854,0,0,0,2,5,1,1,1,1,5,3,5,5,5,5,5,5,3,56,372,-4.0
1855,0,1,0,1,2,3,1,3,4,1,4,4,1,5,2,2,2,4,27,460,-19.0
7510,0,1,0,1,3,3,3,4,5,3,5,5,3,5,3,4,3,5,18,954,6.0
67353,0,1,0,0,3,3,3,2,1,3,5,1,4,2,4,5,5,1,50,491,0.0
127202,0,0,0,0,1,1,1,1,1,1,1,1,3,5,4,2,3,1,24,1833,2.0
115991,1,1,0,0,0,0,0,4,5,0,5,5,5,2,5,3,4,5,15,1180,-11.0
88500,0,0,1,1,3,5,3,1,4,3,4,4,3,3,4,5,5,4,11,785,5.0
104624,0,0,0,0,2,2,4,2,5,5,4,5,5,5,5,5,5,3,59,1605,-3.0
72020,0,0,1,1,0,4,0,2,4,0,4,4,4,2,5,5,5,4,41,1158,3.0
24070,1,0,1,1,2,5,2,5,5,2,5,5,3,2,5,4,4,5,20,227,14.0
86290,1,0,1,1,3,3,3,5,3,3,2,3,4,1,3,3,2,3,52,1014,1.0
96579,0,0,0,0,3,3,3,3,5,5,5,4,4,4,4,4,4,5,47,1671,0.0
67145,0,1,0,0,2,2,2,1,2,2,2,2,5,4,4,5,5,2,37,96,0.0
43261,0,0,0,1,5,1,2,1,2,3,4,5,5,5,5,4,5,1,52,1506,0.0
86201,0,0,1,1,2,4,2,4,5,2,5,5,3,5,4,4,4,5,41,725,-5.0
31611,0,1,0,1,2,2,2,2,1,2,1,1,4,2,4,4,5,1,24,1009,2.0
27580,0,0,0,1,3,1,1,1,5,5,3,2,2,3,2,1,2,2,43,1075,0.0
69908,1,0,0,0,3,3,3,3,5,5,5,5,5,3,2,3,3,5,26,2363,0.0
17318,1,0,1,2,2,4,2,2,4,2,4,4,5,2,4,3,5,4,55,757,0.0
105489,0,0,1,1,1,5,1,2,4,4,4,2,2,1,4,3,2,3,69,581,0.0
82565,0,0,0,2,3,2,5,2,3,3,4,3,1,2,4,3,3,3,23,954,9.0
126176,0,1,0,0,3,3,3,2,5,3,5,5,3,5,5,5,4,5,40,554,-13.0
23608,1,0,0,0,2,2,2,2,5,4,5,5,5,5,5,3,5,3,58,337,28.0
80026,0,0,0,2,4,3,3,3,5,3,3,4,4,4,4,3,4,1,41,669,9.0
32377,0,0,0,0,5,5,5,5,1,5,5,3,3,4,3,1,3,4,55,2419,-3.0
32082,0,0,1,1,1,3,1,2,1,1,1,1,1,3,2,3,3,1,9,2586,0.0
67131,1,0,0,1,4,2,3,2,4,4,4,4,5,3,5,2,1,4,39,299,0.0
81304,0,0,1,1,3,5,3,4,5,3,5,5,5,5,4,4,2,5,13,594,0.0
56969,1,0,1,1,2,2,1,2,1,1,4,1,2,5,2,4,3,1,16,1773,0.0
35741,0,0,0,2,4,2,2,2,4,3,4,4,2,1,2,1,3,4,31,2446,-4.0
122050,0,0,1,1,4,4,4,3,3,4,4,5,5,4,5,4,5,4,50,341,-7.0
108682,1,0,0,1,4,3,3,3,4,4,4,4,4,1,4,4,5,4,45,347,0.0
66241,0,0,0,1,4,1,1,1,5,3,2,4,4,4,4,4,4,4,47,1504,8.0
78519,0,1,0,0,3,3,3,3,1,3,1,1,5,4,4,5,4,1,38,930,-1.0
1187,0,0,1,1,4,5,4,3,4,4,5,2,2,4,2,3,2,5,69,177,0.0
108189,0,0,0,0,4,3,3,3,2,3,4,3,3,3,4,2,3,3,43,3737,-8.0
114535,1,0,0,2,5,5,5,5,5,5,5,5,4,1,1,1,1,5,51,363,41.0
74925,0,0,0,0,1,1,1,1,3,5,4,4,4,4,5,3,4,5,34,2237,3.0
28779,0,0,0,0,1,4,1,1,4,5,5,5,5,5,5,4,5,4,60,2171,1.0
4816,0,0,1,2,3,4,3,2,4,3,4,4,4,4,4,5,4,4,9,313,29.0
80674,0,0,0,0,2,2,2,2,4,5,5,4,4,4,4,3,4,4,38,2656,0.0
117971,0,0,0,0,3,3,3,3,4,5,5,5,5,5,5,3,5,3,49,2977,-1.0
90205,1,0,0,2,1,2,2,2,1,1,1,1,3,5,4,1,3,1,41,964,-14.0
88099,0,1,0,1,3,3,3,2,4,3,4,4,4,4,2,4,2,4,30,1346,0.0
15516,0,0,1,1,4,5,4,2,4,4,4,4,3,5,4,4,4,4,33,542,-9.0
109519,1,0,0,0,4,4,4,4,1,3,1,5,5,5,5,2,5,3,46,1792,-6.0
34436,1,0,1,1,2,2,3,2,5,3,5,5,1,5,2,3,2,5,43,819,0.0
30173,1,0,0,0,2,3,3,3,2,2,2,4,5,3,4,2,3,2,39,1865,3.0
21386,0,0,1,1,2,2,2,2,5,2,5,5,2,3,3,4,2,5,24,2402,0.0
75431,1,1,0,1,4,3,4,2,1,4,1,1,1,4,3,3,3,1,33,399,-12.0
6150,0,0,0,0,1,1,1,1,3,4,4,4,4,4,4,3,4,4,48,1134,7.0
121273,1,0,0,0,4,4,4,4,5,5,5,5,3,2,5,4,4,5,19,1589,0.0
71514,1,0,1,1,1,1,1,3,3,1,3,3,1,2,2,4,4,3,70,1562,0.0
81883,1,0,0,0,2,2,2,2,4,4,4,4,4,4,4,3,4,5,57,761,0.0
78185,1,0,1,1,5,4,5,4,1,5,1,1,5,3,5,3,5,1,25,1009,-7.0
97942,0,0,1,1,3,5,3,2,4,5,2,4,4,3,4,3,4,4,67,646,-7.0
128344,1,0,1,1,2,4,2,1,1,2,1,1,3,5,5,3,4,1,61,669,0.0
125253,1,0,0,1,2,2,4,4,2,2,2,2,2,4,3,3,2,2,59,1660,11.0
19545,0,0,0,0,3,2,2,2,3,3,3,4,5,3,2,3,4,3,35,2586,0.0
59191,1,0,1,1,2,4,2,3,2,2,2,2,4,3,5,5,5,2,9,2248,-9.0
12595,1,0,0,0,0,4,0,5,4,4,4,4,3,4,1,1,3,4,32,109,0.0
113578,1,1,0,0,3,3,3,1,3,3,3,3,5,2,5,3,5,3,38,214,22.0
34764,0,0,0,0,5,5,5,5,5,5,4,4,4,4,4,3,4,3,54,1972,0.0
14107,0,0,0,0,3,3,3,3,5,2,2,3,3,3,3,1,3,4,67,3376,-1.0
3723,0,0,0,0,5,5,2,5,2,5,5,4,4,4,4,4,4,5,54,3305,30.0
39972,0,0,1,0,2,4,2,4,2,2,2,2,3,3,5,5,5,2,26,1310,0.0
86980,1,0,1,1,1,4,2,5,4,2,4,4,4,2,5,4,4,4,43,690,-14.0
42741,0,0,0,0,4,1,1,1,4,4,4,4,2,1,4,1,3,4,27,919,0.0
106991,0,0,1,1,3,1,3,4,5,3,5,5,5,5,4,4,4,5,40,2845,0.0
30837,1,0,1,2,4,2,4,3,3,4,5,3,1,4,3,1,4,3,56,480,0.0
62559,1,0,1,1,2,1,2,4,4,2,4,4,3,5,3,4,3,4,13,854,0.0
88060,1,0,1,2,2,2,2,4,3,2,3,3,1,4,3,1,3,3,56,1086,0.0
109970,1,0,0,0,2,2,5,2,4,4,5,4,4,5,5,1,5,4,30,1862,0.0
93275,1,0,1,1,4,5,4,3,1,4,1,1,4,3,5,4,4,1,34,337,-1.0
12061,1,0,0,1,4,5,5,5,3,4,3,3,3,2,2,3,5,3,53,1075,-14.0
102241,1,0,0,0,1,0,0,4,3,0,3,3,3,2,4,2,4,3,31,666,0.0
117541,1,0,0,1,3,2,2,2,3,3,3,3,2,2,3,2,3,3,43,639,-18.0
77452,1,0,0,0,4,4,4,4,4,4,5,4,4,5,4,5,4,4,59,3310,2.0
51724,0,0,0,0,2,4,4,4,2,2,2,2,2,3,4,2,3,2,24,552,0.0
44322,1,0,0,1,5,4,4,4,5,5,5,2,4,5,4,5,3,5,52,1134,-9.0
110851,0,0,0,0,4,5,5,5,4,4,4,4,4,5,4,2,3,4,26,802,-1.0
111097,1,0,1,2,1,4,1,3,1,1,1,1,1,1,3,4,3,1,51,322,-4.0
110135,0,0,0,0,1,1,2,1,4,4,4,4,4,2,4,5,5,4,12,1502,0.0
71815,1,0,1,1,3,4,3,5,2,3,2,2,3,5,4,3,4,2,54,1999,3.0
46141,1,0,0,0,4,4,4,4,4,4,4,5,3,4,2,4,4,4,48,817,3.0
2038,1,0,1,1,2,3,2,2,5,2,4,5,4,4,5,5,4,5,48,489,0.0
43122,1,1,0,1,4,4,4,4,2,4,2,2,3,2,5,5,5,2,25,1313,-7.0
98641,1,0,0,0,3,2,2,2,2,2,2,3,3,3,3,3,3,2,36,3196,32.0
33734,0,0,0,0,5,5,2,5,3,4,4,4,4,4,4,3,4,5,53,1569,-11.0
115152,0,1,0,1,1,5,1,2,4,1,4,4,4,1,1,3,3,4,34,151,1.0
37236,1,0,1,1,3,3,3,3,5,3,5,5,2,5,4,1,4,5,55,2338,0.0
63114,0,1,0,0,4,0,3,2,3,3,4,3,5,4,5,2,3,3,22,107,0.0
101326,1,0,0,1,5,2,2,2,5,5,4,5,2,1,1,4,3,5,22,696,-4.0
25530,0,0,0,0,5,5,5,5,4,4,5,5,5,4,5,4,5,3,44,1690,0.0
85074,0,0,0,1,3,3,3,3,4,4,4,3,3,3,3,3,3,3,48,341,-6.0
62739,1,0,1,1,1,3,1,3,1,4,4,3,1,2,3,4,1,4,57,2521,5.0
93366,0,0,0,0,4,4,4,4,5,5,4,3,3,4,3,5,3,5,50,436,0.0
46678,0,1,0,0,1,1,1,3,1,1,1,1,4,4,4,5,5,1,41,1379,-18.0
126726,0,0,0,0,5,5,5,5,3,5,5,5,5,4,5,5,5,4,52,1452,-1.0
40179,0,0,0,0,1,1,2,1,3,3,1,5,5,5,5,1,5,2,63,2015,2.0
33933,0,1,0,0,5,4,5,1,1,5,1,1,4,5,5,3,4,1,24,201,6.0
129471,0,1,0,1,4,0,4,3,1,4,1,1,4,4,5,5,4,1,23,447,0.0
75135,1,0,0,0,2,2,2,2,3,3,3,3,3,2,4,4,4,3,27,2139,0.0
95109,0,0,0,0,4,4,4,4,3,5,4,5,5,5,5,4,5,5,57,2609,0.0
52731,0,0,1,0,2,4,3,1,1,5,4,3,3,3,3,5,3,5,51,802,16.0
27251,0,0,0,0,3,4,4,4,1,3,2,3,3,3,3,4,3,3,43,602,2.0
